,tissue_class,tissue_type,original_name,source,Lineage,Cell_Category,cell_fine_category,source,target,Genetype,Sex
4775,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,EFNA5,protein_coding,Both
4776,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,EFNB2,protein_coding,Both
4777,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,GDPD5,protein_coding,Both
4778,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,SLC27A3,protein_coding,Both
4779,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,EPHA2,protein_coding,Both
4780,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,C1orf21,protein_coding,Both
4781,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CCDC85B,protein_coding,Both
4782,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,RAB31,protein_coding,Both
4783,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,TFPI2,protein_coding,Both
4784,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,ANGPT1,protein_coding,Both
4785,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,UBE2C,protein_coding,Both
4786,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,EPB41L2,protein_coding,Both
4787,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,PRDM4,protein_coding,Both
4788,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,HMGA2,protein_coding,Both
4789,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CDK2AP1,protein_coding,Both
4790,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,ANXA11,protein_coding,Both
4791,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CDC42EP1,protein_coding,Both
4792,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,PDE8A,protein_coding,Both
4793,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,PLVAP,protein_coding,Both
4794,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,ADAMTS7,protein_coding,Both
4795,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,APP,protein_coding,Both
4796,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,FZD4,protein_coding,Both
4797,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,TAGLN2,protein_coding,Both
4798,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,TPST2,protein_coding,Both
4799,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,SLC41A3,protein_coding,Both
4800,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,ARRB1,protein_coding,Both
4801,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CTTNBP2,protein_coding,Both
4802,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,RGS5,protein_coding,Both
4803,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,ITGA8,protein_coding,Both
4804,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CCN1,protein_coding,Both
4805,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,DGKZ,protein_coding,Both
4806,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,WIPI1,protein_coding,Both
4807,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,PLD2,protein_coding,Both
4808,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,FOXC1,protein_coding,Both
4809,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,ANKRD6,protein_coding,Both
4810,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CCND1,protein_coding,Both
4811,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,FRG1,protein_coding,Both
4812,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,TUBB2B,protein_coding,Both
4813,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,BID,protein_coding,Both
4814,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,BIK,protein_coding,Both
4815,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,MAML2,protein_coding,Both
4816,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,DCTN5,protein_coding,Both
4817,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,LIMCH1,protein_coding,Both
4818,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,PEA15,protein_coding,Both
4819,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,BUB1,protein_coding,Both
4820,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,MPDZ,protein_coding,Both
4821,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,GGT5,protein_coding,Both
4822,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CHST12,protein_coding,Both
4823,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,NRP2,protein_coding,Both
4824,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CALM1,protein_coding,Both
4825,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,MTSS1,protein_coding,Both
4826,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CAPG,protein_coding,Both
4827,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,TBC1D1,protein_coding,Both
4828,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,ASAP2,protein_coding,Both
4829,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,ARHGEF7,protein_coding,Both
4830,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,STON2,protein_coding,Both
4831,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,ITPRIP,protein_coding,Both
4832,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,DIXDC1,protein_coding,Both
4833,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,TIMELESS,protein_coding,Both
4834,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,NAV3,protein_coding,Both
4835,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,YEATS2,protein_coding,Both
4836,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,NAV1,protein_coding,Both
4837,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,SKAP2,protein_coding,Both
4838,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,TTC28,protein_coding,Both
4839,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,MIDN,protein_coding,Both
4840,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,TSPAN18,protein_coding,Both
4841,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,SOCS3,protein_coding,Both
4842,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,SMG5,protein_coding,Both
4843,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,SPAG9,protein_coding,Both
4844,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,POC5,protein_coding,Both
4845,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,PTPRE,protein_coding,Both
4846,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,PTPRM,protein_coding,Both
4847,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,HIPK2,protein_coding,Both
4848,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,PXN,protein_coding,Both
4849,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,HEY1,protein_coding,Both
4850,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,GUSB,protein_coding,Both
4851,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,SPIN4,protein_coding,Both
4852,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,SH2D3C,protein_coding,Both
4853,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,RAP2A,protein_coding,Both
4854,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CALML4,protein_coding,Both
4855,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,ARHGEF2,protein_coding,Both
4856,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,RBMS1,protein_coding,Both
4857,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,TMEM88,protein_coding,Both
4858,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,LRRFIP1,protein_coding,Both
4859,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,HAPLN3,protein_coding,Both
4860,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,REL,protein_coding,Both
4861,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CCPG1,protein_coding,Both
4862,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,TMEM44,protein_coding,Both
4863,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,PDLIM7,protein_coding,Both
4864,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,TRMT10A,protein_coding,Both
4865,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,HMGA1,protein_coding,Both
4866,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,KLF4,protein_coding,Both
4867,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,B4GALT6,protein_coding,Both
4868,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,TMEM184B,protein_coding,Both
4869,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,NET1,protein_coding,Both
4870,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,SLC9A3R2,protein_coding,Both
4871,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,HPGD,protein_coding,Both
4872,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,ZNF267,protein_coding,Both
4873,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,ARHGAP29,protein_coding,Both
4874,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CCDC85A,protein_coding,Both
4875,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,WWTR1,protein_coding,Both
4876,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CDYL,protein_coding,Both
4877,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,ITPRID2,protein_coding,Both
4878,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,NMRK1,protein_coding,Both
4879,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,COL5A2,protein_coding,Both
4880,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,C1QTNF3,protein_coding,Both
4881,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,RALGAPA2,protein_coding,Both
4882,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,KLF6,protein_coding,Both
4883,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,LRP10,protein_coding,Both
4884,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,ID1,protein_coding,Both
4885,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,MAP4K4,protein_coding,Both
4886,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,SMAGP,protein_coding,Both
4887,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,ID3,protein_coding,Both
4888,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,HOMER3,protein_coding,Both
4889,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,NOSTRIN,protein_coding,Both
4890,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,RHOJ,protein_coding,Both
4891,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,PGS1,protein_coding,Both
4892,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,HEIH,lncRNA,Both
4893,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,TANC2,protein_coding,Both
4894,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CYYR1,protein_coding,Both
4895,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,TP53I11,protein_coding,Both
4896,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,IGFBP4,protein_coding,Both
4897,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,TP53I3,protein_coding,Both
4898,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CREB5,protein_coding,Both
4899,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,PREX1,protein_coding,Both
4900,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,RNASEH2A,protein_coding,Both
4901,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,SCO1,protein_coding,Both
4902,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,SGO2,protein_coding,Both
4903,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,LRIG3,protein_coding,Both
4904,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,NARF,protein_coding,Both
4905,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,ABCG1,protein_coding,Both
4906,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,MRPL52,protein_coding,Both
4907,Gonad,Fetal gonad,Gonadal endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,WARS1,protein_coding,Both
