,source,target
13763,Natural killer cell,COQ5
13764,Natural killer cell,COQ8A
13765,Natural killer cell,COQ9
13766,Natural killer cell,CORO1A
13767,Natural killer cell,CORO7
13768,Natural killer cell,COTL1
13769,Natural killer cell,COX11
13770,Natural killer cell,COX14
13771,Natural killer cell,COX15
13772,Natural killer cell,COX16
13773,Natural killer cell,COX17
13774,Natural killer cell,COX19
13775,Natural killer cell,COX4I1
13776,Natural killer cell,COX5A
13777,Natural killer cell,COX5B
13778,Natural killer cell,COX6A1
13779,Natural killer cell,COX6B1
13780,Natural killer cell,COX6C
13781,Natural killer cell,COX7A2
13782,Natural killer cell,COX7A2L
13783,Natural killer cell,COX7B
13784,Natural killer cell,COX7C
13785,Natural killer cell,COX8A
13786,Natural killer cell,CPD
13787,Natural killer cell,CPLANE1
13788,Natural killer cell,CPNE1
13789,Natural killer cell,CPNE3
13790,Natural killer cell,CPSF4
13791,Natural killer cell,CPSF6
13792,Natural killer cell,CPSF7
13793,Natural killer cell,CRACR2A
13794,Natural killer cell,CRBN
13795,Natural killer cell,CRCP
13796,Natural killer cell,CREB1
13797,Natural killer cell,CREB3
13798,Natural killer cell,CREB3L4
13799,Natural killer cell,CREBBP
13800,Natural killer cell,CREBRF
13801,Natural killer cell,CRELD1
13802,Natural killer cell,CRELD2
13803,Natural killer cell,CREM
13804,Natural killer cell,CRIP1
13805,Natural killer cell,CRIPT
13806,Natural killer cell,CRLF3
13807,Natural killer cell,CRNKL1
13808,Natural killer cell,CRTAM
13809,Natural killer cell,CRTC2
13810,Natural killer cell,CRTC3
13811,Natural killer cell,CRY1
13812,Natural killer cell,CRY2
13813,Natural killer cell,CRYBG1
13814,Natural killer cell,CRYL1
13815,Natural killer cell,CRYZ
13816,Natural killer cell,CRYZL1
13817,Natural killer cell,CSDE1
13818,Natural killer cell,CSF2
13819,Natural killer cell,CSGALNACT2
13820,Natural killer cell,CSK
13821,Natural killer cell,CSNK1A1
13822,Natural killer cell,CSNK1D
13823,Natural killer cell,CSNK1G1
13824,Natural killer cell,CSNK1G2
13825,Natural killer cell,CSNK1G3
13826,Natural killer cell,CSNK2A1
13827,Natural killer cell,CSNK2B
13828,Natural killer cell,CSRNP1
13829,Natural killer cell,CST7
13830,Natural killer cell,CSTB
13831,Natural killer cell,CSTF2T
13832,Natural killer cell,CTBP1
13833,Natural killer cell,CTBP1-AS
13834,Natural killer cell,CTBP1-DT
13835,Natural killer cell,CTBP2
13836,Natural killer cell,CTC1
13837,Natural killer cell,CTCF
13838,Natural killer cell,CTDNEP1
13839,Natural killer cell,CTDP1
13840,Natural killer cell,CTDSP1
13841,Natural killer cell,CTHRC1
13842,Natural killer cell,CTNNBIP1
13843,Natural killer cell,CTNNBL1
13844,Natural killer cell,CTPS1
13845,Natural killer cell,CTR9
13846,Natural killer cell,CTSC
13847,Natural killer cell,CTSD
13848,Natural killer cell,CTSO
13849,Natural killer cell,CTSW
13850,Natural killer cell,CUEDC2
13851,Natural killer cell,CUL1
13852,Natural killer cell,CUL2
13853,Natural killer cell,CUL3
13854,Natural killer cell,CUL4A
13855,Natural killer cell,CUTA
13856,Natural killer cell,CUTC
13857,Natural killer cell,CWC15
13858,Natural killer cell,CWC22
13859,Natural killer cell,CWC25
13860,Natural killer cell,CWF19L1
13861,Natural killer cell,CWF19L2
13862,Natural killer cell,CXCR3
13863,Natural killer cell,CXCR4
13864,Natural killer cell,CXCR5
13865,Natural killer cell,CXCR6
13866,Natural killer cell,CXorf38
13867,Natural killer cell,CXorf65
13868,Natural killer cell,CXXC1
13869,Natural killer cell,CXXC5
13870,Natural killer cell,CYB561A3
13871,Natural killer cell,CYB561D2
13872,Natural killer cell,CYB5A
13873,Natural killer cell,CYB5B
13874,Natural killer cell,CYB5D1
13875,Natural killer cell,CYBA
13876,Natural killer cell,CYBC1
13877,Natural killer cell,CYC1
13878,Natural killer cell,CYCS
13879,Natural killer cell,CYFIP2
13880,Natural killer cell,CYLD
13881,Natural killer cell,CYP20A1
13882,Natural killer cell,CYP2R1
13883,Natural killer cell,CYRIB
13884,Natural killer cell,CYTH1
13885,Natural killer cell,CYTIP
13886,Natural killer cell,CYTOR
13887,Natural killer cell,CZIB
13888,Natural killer cell,DAD1
13889,Natural killer cell,DALRD3
13890,Natural killer cell,DAP
13891,Natural killer cell,DAP3
13892,Natural killer cell,DARS1
13893,Natural killer cell,DAXX
13894,Natural killer cell,DAZAP1
13895,Natural killer cell,DAZAP2
13896,Natural killer cell,DBF4
13897,Natural killer cell,DBI
13898,Natural killer cell,DBNL
13899,Natural killer cell,DCAF11
13900,Natural killer cell,DCAF13
13901,Natural killer cell,DCAF16
13902,Natural killer cell,DCAF5
13903,Natural killer cell,DCAF6
13904,Natural killer cell,DCAF7
13905,Natural killer cell,DCK
13906,Natural killer cell,DCLRE1C
13907,Natural killer cell,DCN
13908,Natural killer cell,DCP1A
13909,Natural killer cell,DCP2
13910,Natural killer cell,DCPS
13911,Natural killer cell,DCTD
13912,Natural killer cell,DCTN1
13913,Natural killer cell,DCTN2
13914,Natural killer cell,DCTN3
13915,Natural killer cell,DCTN6
13916,Natural killer cell,DCUN1D1
13917,Natural killer cell,DCUN1D5
13918,Natural killer cell,DCXR
13919,Natural killer cell,DDA1
13920,Natural killer cell,DDB1
13921,Natural killer cell,DDB2
13922,Natural killer cell,DDHD1
13923,Natural killer cell,DDIT3
13924,Natural killer cell,DDIT4
13925,Natural killer cell,DDOST
13926,Natural killer cell,DDRGK1
13927,Natural killer cell,DDT
13928,Natural killer cell,DDX1
13929,Natural killer cell,DDX10
13930,Natural killer cell,DDX11
13931,Natural killer cell,DDX17
13932,Natural killer cell,DDX18
13933,Natural killer cell,DDX19B
13934,Natural killer cell,DDX21
13935,Natural killer cell,DDX24
13936,Natural killer cell,DDX27
13937,Natural killer cell,DDX28
13938,Natural killer cell,DDX39A
13939,Natural killer cell,DDX39B
13940,Natural killer cell,DDX3X
13941,Natural killer cell,DDX3Y
13942,Natural killer cell,DDX41
13943,Natural killer cell,DDX46
13944,Natural killer cell,DDX49
13945,Natural killer cell,DDX5
13946,Natural killer cell,DDX50
13947,Natural killer cell,DDX52
13948,Natural killer cell,DDX55
13949,Natural killer cell,DDX58
13950,Natural killer cell,DDX6
13951,Natural killer cell,DDX60
13952,Natural killer cell,DECR1
13953,Natural killer cell,DEDD2
13954,Natural killer cell,DEF6
13955,Natural killer cell,DEGS1
13956,Natural killer cell,DEGS2
13957,Natural killer cell,DEK
13958,Natural killer cell,DENND1B
13959,Natural killer cell,DENND1C
13960,Natural killer cell,DENND2D
13961,Natural killer cell,DENND4A
13962,Natural killer cell,DENND4C
13963,Natural killer cell,DENND6A
13964,Natural killer cell,DENR
13965,Natural killer cell,DERA
13966,Natural killer cell,DERL1
13967,Natural killer cell,DERL2
13968,Natural killer cell,DESI2
13969,Natural killer cell,DGCR6L
13970,Natural killer cell,DGKA
13971,Natural killer cell,DGKD
13972,Natural killer cell,DGKQ
13973,Natural killer cell,DGKZ
13974,Natural killer cell,DGUOK
13975,Natural killer cell,DHFR
13976,Natural killer cell,DHPS
13977,Natural killer cell,DHRS3
13978,Natural killer cell,DHRS4-AS1
13979,Natural killer cell,DHRS7
13980,Natural killer cell,DHX36
13981,Natural killer cell,DHX38
13982,Natural killer cell,DHX40
13983,Natural killer cell,DHX9
13984,Natural killer cell,DIABLO
13985,Natural killer cell,DIAPH1
13986,Natural killer cell,DIDO1
13987,Natural killer cell,DIP2A
13988,Natural killer cell,DIS3
13989,Natural killer cell,DIS3L
13990,Natural killer cell,DISP2
13991,Natural killer cell,DKC1
13992,Natural killer cell,DLD
13993,Natural killer cell,DLG1
13994,Natural killer cell,DLG5
13995,Natural killer cell,DLGAP1-AS1
13996,Natural killer cell,DLGAP4
13997,Natural killer cell,DLL1
13998,Natural killer cell,DLX5
13999,Natural killer cell,DMAC1
14000,Natural killer cell,DMAC2
14001,Natural killer cell,DMAC2L
14002,Natural killer cell,DMGDH
14003,Natural killer cell,DMTF1
14004,Natural killer cell,DNAAF10
14005,Natural killer cell,DNAJA1
14006,Natural killer cell,DNAJA2
14007,Natural killer cell,DNAJB1
14008,Natural killer cell,DNAJB11
14009,Natural killer cell,DNAJB12
14010,Natural killer cell,DNAJB14
14011,Natural killer cell,DNAJB2
14012,Natural killer cell,DNAJB6
14013,Natural killer cell,DNAJB9
14014,Natural killer cell,DNAJC1
14015,Natural killer cell,DNAJC11
14016,Natural killer cell,DNAJC15
14017,Natural killer cell,DNAJC17
14018,Natural killer cell,DNAJC19
14019,Natural killer cell,DNAJC2
14020,Natural killer cell,DNAJC21
14021,Natural killer cell,DNAJC3
14022,Natural killer cell,DNAJC4
14023,Natural killer cell,DNAJC7
14024,Natural killer cell,DNAJC8
14025,Natural killer cell,DNLZ
14026,Natural killer cell,DNM2
14027,Natural killer cell,DNMBP-AS1
14028,Natural killer cell,DNMT1
14029,Natural killer cell,DNMT3A
14030,Natural killer cell,DNPEP
14031,Natural killer cell,DNPH1
14032,Natural killer cell,DNTTIP2
14033,Natural killer cell,DOCK10
14034,Natural killer cell,DOCK11
14035,Natural killer cell,DOCK2
14036,Natural killer cell,DOCK8
14037,Natural killer cell,DOK2
14038,Natural killer cell,DOK4
14039,Natural killer cell,DOLPP1
14040,Natural killer cell,DPF2
14041,Natural killer cell,DPH5
14042,Natural killer cell,DPM1
14043,Natural killer cell,DPM3
14044,Natural killer cell,DPP3
14045,Natural killer cell,DPP4
14046,Natural killer cell,DPP7
14047,Natural killer cell,DPP9
14048,Natural killer cell,DPY30
14049,Natural killer cell,DR1
14050,Natural killer cell,DRAP1
14051,Natural killer cell,DRAXIN
14052,Natural killer cell,DRG2
14053,Natural killer cell,DTD1
14054,Natural killer cell,DTL
14055,Natural killer cell,DTNB
14056,Natural killer cell,DTNBP1
14057,Natural killer cell,DTX3
14058,Natural killer cell,DTYMK
14059,Natural killer cell,DUSP1
14060,Natural killer cell,DUSP10
14061,Natural killer cell,DUSP11
14062,Natural killer cell,DUSP16
14063,Natural killer cell,DUSP18
14064,Natural killer cell,DUSP2
14065,Natural killer cell,DUSP4
14066,Natural killer cell,DUSP5
14067,Natural killer cell,DUSP8
14068,Natural killer cell,DVL2
14069,Natural killer cell,DYNC1H1
14070,Natural killer cell,DYNC1I2
14071,Natural killer cell,DYNLL1
14072,Natural killer cell,DYNLRB1
14073,Natural killer cell,DYNLT1
14074,Natural killer cell,DYNLT2B
14075,Natural killer cell,DZIP3
14076,Natural killer cell,E2F3
14077,Natural killer cell,E2F4
14078,Natural killer cell,EAPP
14079,Natural killer cell,EBLN2
14080,Natural killer cell,EBLN3P
14081,Natural killer cell,EBP
14082,Natural killer cell,EBPL
14083,Natural killer cell,ECD
14084,Natural killer cell,ECH1
14085,Natural killer cell,ECHDC2
14086,Natural killer cell,ECHS1
14087,Natural killer cell,ECI2
14088,Natural killer cell,ECPAS
14089,Natural killer cell,EDF1
14090,Natural killer cell,EEF1B2
14091,Natural killer cell,EEF1D
14092,Natural killer cell,EEF1G
14093,Natural killer cell,EEF2
14094,Natural killer cell,EEF2KMT
14095,Natural killer cell,EEFSEC
14096,Natural killer cell,EFCAB14
14097,Natural killer cell,EFHD2
14098,Natural killer cell,EFR3A
14099,Natural killer cell,EFTUD2
14100,Natural killer cell,EHD1
14101,Natural killer cell,EHMT1
14102,Natural killer cell,EI24
14103,Natural killer cell,EID1
14104,Natural killer cell,EIF1
14105,Natural killer cell,EIF1AX
14106,Natural killer cell,EIF1AY
14107,Natural killer cell,EIF1B
14108,Natural killer cell,EIF2A
14109,Natural killer cell,EIF2AK1
14110,Natural killer cell,EIF2AK2
14111,Natural killer cell,EIF2B1
14112,Natural killer cell,EIF2B4
14113,Natural killer cell,EIF2B5
14114,Natural killer cell,EIF2D
14115,Natural killer cell,EIF2S1
14116,Natural killer cell,EIF2S2
14117,Natural killer cell,EIF2S3
14118,Natural killer cell,EIF3A
14119,Natural killer cell,EIF3B
14120,Natural killer cell,EIF3D
14121,Natural killer cell,EIF3E
14122,Natural killer cell,EIF3F
14123,Natural killer cell,EIF3G
14124,Natural killer cell,EIF3H
14125,Natural killer cell,EIF3I
14126,Natural killer cell,EIF3J
14127,Natural killer cell,EIF3K
14128,Natural killer cell,EIF3L
14129,Natural killer cell,EIF3M
14130,Natural killer cell,EIF4A1
14131,Natural killer cell,EIF4A2
14132,Natural killer cell,EIF4A3
14133,Natural killer cell,EIF4B
14134,Natural killer cell,EIF4E2
14135,Natural killer cell,EIF4EBP2
14136,Natural killer cell,EIF4G1
14137,Natural killer cell,EIF4G2
14138,Natural killer cell,EIF4H
14139,Natural killer cell,EIF5
14140,Natural killer cell,EIF5A
14141,Natural killer cell,EIF5A2
14142,Natural killer cell,EIF5AL1
14143,Natural killer cell,EIF5B
14144,Natural killer cell,EIF6
14145,Natural killer cell,EIPR1
14146,Natural killer cell,ELAC2
14147,Natural killer cell,ELAVL1
14148,Natural killer cell,ELF1
14149,Natural killer cell,ELF2
14150,Natural killer cell,ELK4
14151,Natural killer cell,ELL2
14152,Natural killer cell,ELMO1
14153,Natural killer cell,ELMOD3
14154,Natural killer cell,ELOA
14155,Natural killer cell,ELOB
14156,Natural killer cell,ELOC
14157,Natural killer cell,ELOVL1
14158,Natural killer cell,ELOVL5
14159,Natural killer cell,ELOVL6
14160,Natural killer cell,ELP2
14161,Natural killer cell,ELP5
14162,Natural killer cell,ELP6
14163,Natural killer cell,EMB
14164,Natural killer cell,EMC10
14165,Natural killer cell,EMC3
14166,Natural killer cell,EMC4
14167,Natural killer cell,EMC6
14168,Natural killer cell,EMC7
14169,Natural killer cell,EMC8
14170,Natural killer cell,EMD
14171,Natural killer cell,EMG1
14172,Natural killer cell,EML2
14173,Natural killer cell,EML3
14174,Natural killer cell,EML4
14175,Natural killer cell,EMP3
14176,Natural killer cell,ENC1
14177,Natural killer cell,ENO1
14178,Natural killer cell,ENOPH1
14179,Natural killer cell,ENOSF1
14180,Natural killer cell,ENPP1
14181,Natural killer cell,ENSA
14182,Natural killer cell,ENY2
14183,Natural killer cell,EOMES
14184,Natural killer cell,EPB41
14185,Natural killer cell,EPB41L4A-AS1
14186,Natural killer cell,EPC1
14187,Natural killer cell,EPC2
14188,Natural killer cell,EPG5
14189,Natural killer cell,EPHA4
14190,Natural killer cell,EPM2AIP1
14191,Natural killer cell,EPRS1
14192,Natural killer cell,EPRS1
14193,Natural killer cell,EPS15
14194,Natural killer cell,EPS15L1
14195,Natural killer cell,ERAP1
14196,Natural killer cell,ERAP2
14197,Natural killer cell,ERBIN
14198,Natural killer cell,ERCC1
14199,Natural killer cell,ERCC3
14200,Natural killer cell,ERCC5
14201,Natural killer cell,ERFE
14202,Natural killer cell,ERG28
14203,Natural killer cell,ERGIC1
14204,Natural killer cell,ERGIC2
14205,Natural killer cell,ERGIC3
14206,Natural killer cell,ERGIC3
14207,Natural killer cell,ERH
14208,Natural killer cell,ERI3
14209,Natural killer cell,ERICH1
14210,Natural killer cell,ERICH6-AS1
14211,Natural killer cell,ERLEC1
14212,Natural killer cell,ERMP1
14213,Natural killer cell,ERN1
14214,Natural killer cell,ERO1B
14215,Natural killer cell,ERP29
14216,Natural killer cell,ERP44
14217,Natural killer cell,ERVK3-1
14218,Natural killer cell,ESCO1
14219,Natural killer cell,ESD
14220,Natural killer cell,ESYT1
14221,Natural killer cell,ETF1
14222,Natural killer cell,ETFA
14223,Natural killer cell,ETFB
14224,Natural killer cell,ETFDH
14225,Natural killer cell,ETHE1
14226,Natural killer cell,ETNK1
14227,Natural killer cell,ETS1
14228,Natural killer cell,ETV3
14229,Natural killer cell,EVI2A
14230,Natural killer cell,EVL
14231,Natural killer cell,EWSR1
14232,Natural killer cell,EXOC1
14233,Natural killer cell,EXOC2
14234,Natural killer cell,EXOC4
14235,Natural killer cell,EXOC7
14236,Natural killer cell,EXOG
14237,Natural killer cell,EXOSC1
14238,Natural killer cell,EXOSC10
14239,Natural killer cell,EXOSC2
14240,Natural killer cell,EXOSC3
14241,Natural killer cell,EXOSC5
14242,Natural killer cell,EXOSC6
14243,Natural killer cell,EXOSC7
14244,Natural killer cell,EXOSC8
14245,Natural killer cell,EXT1
14246,Natural killer cell,EYS
14247,Natural killer cell,EZH2
14248,Natural killer cell,EZR
14249,Natural killer cell,FAAP20
14250,Natural killer cell,FABP5
14251,Natural killer cell,FAHD2A
14252,Natural killer cell,FAHD2B
14253,Natural killer cell,FAIM
14254,Natural killer cell,FAM102A
14255,Natural killer cell,FAM107B
14256,Natural killer cell,FAM110A
14257,Natural killer cell,FAM111A
14258,Natural killer cell,FAM114A2
14259,Natural killer cell,FAM117A
14260,Natural killer cell,FAM118A
14261,Natural killer cell,FAM120AOS
14262,Natural killer cell,FAM126B
14263,Natural killer cell,FAM133B
14264,Natural killer cell,FAM136A
14265,Natural killer cell,FAM162A
14266,Natural killer cell,FAM167A
14267,Natural killer cell,FAM168B
14268,Natural killer cell,FAM169A
14269,Natural killer cell,FAM172A
14270,Natural killer cell,FAM177A1
14271,Natural killer cell,FAM184A
14272,Natural killer cell,FAM204A
14273,Natural killer cell,FAM20B
14274,Natural killer cell,FAM214A
14275,Natural killer cell,FAM222A
14276,Natural killer cell,FAM32A
14277,Natural killer cell,FAM3C
14278,Natural killer cell,FAM43A
14279,Natural killer cell,FAM50A
14280,Natural killer cell,FAM53C
14281,Natural killer cell,FAM76B
14282,Natural killer cell,FAM89B
14283,Natural killer cell,FAM8A1
14284,Natural killer cell,FAM98C
14285,Natural killer cell,FANCL
14286,Natural killer cell,FARS2
14287,Natural killer cell,FAS
14288,Natural killer cell,FASLG
14289,Natural killer cell,FASTK
14290,Natural killer cell,FASTKD2
14291,Natural killer cell,FAU
14292,Natural killer cell,FBL
14293,Natural killer cell,FBLN1
14294,Natural killer cell,FBRS
14295,Natural killer cell,FBXL3
14296,Natural killer cell,FBXO21
14297,Natural killer cell,FBXO22
14298,Natural killer cell,FBXO25
14299,Natural killer cell,FBXO3
14300,Natural killer cell,FBXO33
14301,Natural killer cell,FBXO34
14302,Natural killer cell,FBXO4
14303,Natural killer cell,FBXO44
14304,Natural killer cell,FBXO6
14305,Natural killer cell,FBXO7
14306,Natural killer cell,FBXO9
14307,Natural killer cell,FBXW2
14308,Natural killer cell,FBXW5
14309,Natural killer cell,FBXW7
14310,Natural killer cell,FCER1G
14311,Natural killer cell,FCF1
14312,Natural killer cell,FCGR3A
14313,Natural killer cell,FCGR3A
14314,Natural killer cell,FCHO1
14315,Natural killer cell,FCMR
14316,Natural killer cell,FCRL3
14317,Natural killer cell,FCRL6
14318,Natural killer cell,FDFT1
14319,Natural killer cell,FDPS
14320,Natural killer cell,FDX1
14321,Natural killer cell,FERMT3
14322,Natural killer cell,FGD3
14323,Natural killer cell,FGFBP2
14324,Natural killer cell,FGFR1OP2
14325,Natural killer cell,FGR
14326,Natural killer cell,FH
14327,Natural killer cell,FHIT
14328,Natural killer cell,FHL3
14329,Natural killer cell,FIBP
14330,Natural killer cell,FIP1L1
14331,Natural killer cell,FIS1
14332,Natural killer cell,FKBP11
14333,Natural killer cell,FKBP1A
14334,Natural killer cell,FKBP2
14335,Natural killer cell,FKBP3
14336,Natural killer cell,FKBP8
14337,Natural killer cell,FKRP
14338,Natural killer cell,FLI1
14339,Natural killer cell,FLNA
14340,Natural killer cell,FLNB
14341,Natural killer cell,FLT3LG
14342,Natural killer cell,FMNL1
14343,Natural killer cell,FNBP1
14344,Natural killer cell,FNBP4
14345,Natural killer cell,FNTA
14346,Natural killer cell,FOS
14347,Natural killer cell,FOSL2
14348,Natural killer cell,FOXN3
14349,Natural killer cell,FOXP1
14350,Natural killer cell,FOXRED1
14351,Natural killer cell,FPGS
14352,Natural killer cell,FRG1
14353,Natural killer cell,FRMD8
14354,Natural killer cell,FRYL
14355,Natural killer cell,FSD1
14356,Natural killer cell,FTH1
14357,Natural killer cell,FTL
14358,Natural killer cell,FTSJ3
14359,Natural killer cell,FUBP1
14360,Natural killer cell,FUNDC2
14361,Natural killer cell,FURIN
14362,Natural killer cell,FUS
14363,Natural killer cell,FUT8
14364,Natural killer cell,FXR1
14365,Natural killer cell,FXYD5
14366,Natural killer cell,FYB1
14367,Natural killer cell,FYN
14368,Natural killer cell,FYTTD1
14369,Natural killer cell,G3BP1
14370,Natural killer cell,G3BP2
14371,Natural killer cell,G6PD
14372,Natural killer cell,GABARAPL1
14373,Natural killer cell,GABARAPL2
14374,Natural killer cell,GABPB1
14375,Natural killer cell,GABPB1-AS1
14376,Natural killer cell,GADD45B
14377,Natural killer cell,GADD45GIP1
14378,Natural killer cell,GAK
14379,Natural killer cell,GALC
14380,Natural killer cell,GALNT10
14381,Natural killer cell,GALNT11
14382,Natural killer cell,GALNT14
14383,Natural killer cell,GALNT3
14384,Natural killer cell,GALT
14385,Natural killer cell,GAN
14386,Natural killer cell,GAPDH
14387,Natural killer cell,GARS1
14388,Natural killer cell,GART
14389,Natural killer cell,GATA3
14390,Natural killer cell,GATAD2A
14391,Natural killer cell,GATC
14392,Natural killer cell,GATD3
14393,Natural killer cell,GBP1
14394,Natural killer cell,GBP2
14395,Natural killer cell,GBP4
14396,Natural killer cell,GBP5
14397,Natural killer cell,GCC2
14398,Natural killer cell,GCDH
14399,Natural killer cell,GCH1
14400,Natural killer cell,GCHFR
14401,Natural killer cell,GDI1
14402,Natural killer cell,GDI2
14403,Natural killer cell,GET3
14404,Natural killer cell,GFER
14405,Natural killer cell,GFI1
14406,Natural killer cell,GFM1
14407,Natural killer cell,GFOD1
14408,Natural killer cell,GFUS
14409,Natural killer cell,GGA1
14410,Natural killer cell,GGA2
14411,Natural killer cell,GGNBP2
14412,Natural killer cell,GGPS1
14413,Natural killer cell,GGT1
14414,Natural killer cell,GHITM
14415,Natural killer cell,GID4
14416,Natural killer cell,GID8
14417,Natural killer cell,GIGYF2
14418,Natural killer cell,GIMAP1
14419,Natural killer cell,GIMAP2
14420,Natural killer cell,GIMAP4
14421,Natural killer cell,GIMAP7
14422,Natural killer cell,GINS4
14423,Natural killer cell,GJB6
14424,Natural killer cell,GK5
14425,Natural killer cell,GLCCI1
14426,Natural killer cell,GLG1
14427,Natural killer cell,GLI4
14428,Natural killer cell,GLIPR1
14429,Natural killer cell,GLIPR2
14430,Natural killer cell,GLMN
14431,Natural killer cell,GLOD4
14432,Natural killer cell,GLRX
14433,Natural killer cell,GLRX3
14434,Natural killer cell,GLS
14435,Natural killer cell,GLT8D1
14436,Natural killer cell,GLTP
14437,Natural killer cell,GLUD1
14438,Natural killer cell,GMCL1
14439,Natural killer cell,GMDS
14440,Natural killer cell,GMDS-DT
14441,Natural killer cell,GMEB1
14442,Natural killer cell,GMFG
14443,Natural killer cell,GMPS
14444,Natural killer cell,GNAI2
14445,Natural killer cell,GNAI3
14446,Natural killer cell,GNAL
14447,Natural killer cell,GNAS
14448,Natural killer cell,GNB2
14449,Natural killer cell,GNE
14450,Natural killer cell,GNG2
14451,Natural killer cell,GNG5
14452,Natural killer cell,GNGT2
14453,Natural killer cell,GNL1
14454,Natural killer cell,GNL2
14455,Natural killer cell,GNL3
14456,Natural killer cell,GNLY
14457,Natural killer cell,GNLY
14458,Natural killer cell,GNPDA2
14459,Natural killer cell,GNPNAT1
14460,Natural killer cell,GNPTAB
14461,Natural killer cell,GOLGA4
14462,Natural killer cell,GOLGA7
14463,Natural killer cell,GOLGA8B
14464,Natural killer cell,GOLGA8M
14465,Natural killer cell,GOLGA8R
14466,Natural killer cell,GOLGB1
14467,Natural killer cell,GOLM2
14468,Natural killer cell,GOLPH3
14469,Natural killer cell,GOLT1B
14470,Natural killer cell,GON4L
14471,Natural killer cell,GORASP2
14472,Natural killer cell,GOSR1
14473,Natural killer cell,GOT2
14474,Natural killer cell,GPAA1
14475,Natural killer cell,GPANK1
14476,Natural killer cell,GPATCH2L
14477,Natural killer cell,GPATCH8
14478,Natural killer cell,GPBP1
14479,Natural killer cell,GPBP1L1
14480,Natural killer cell,GPCPD1
14481,Natural killer cell,GPHN
14482,Natural killer cell,GPI
14483,Natural killer cell,GPKOW
14484,Natural killer cell,GPN1
14485,Natural killer cell,GPR108
14486,Natural killer cell,GPR132
14487,Natural killer cell,GPR171
14488,Natural killer cell,GPR18
14489,Natural killer cell,GPR35
14490,Natural killer cell,GPR55
14491,Natural killer cell,GPR65
14492,Natural killer cell,GPR68
14493,Natural killer cell,GPR82
14494,Natural killer cell,GPRIN3
14495,Natural killer cell,GPS1
14496,Natural killer cell,GPS2
14497,Natural killer cell,GPSM3
14498,Natural killer cell,GPX4
14499,Natural killer cell,GRAMD1A
14500,Natural killer cell,GRAMD2B
14501,Natural killer cell,GRAP2
14502,Natural killer cell,GRIK4
14503,Natural killer cell,GRIPAP1
14504,Natural killer cell,GRK2
14505,Natural killer cell,GRK6
14506,Natural killer cell,GRM2
14507,Natural killer cell,GRM6
14508,Natural killer cell,GRPEL1
14509,Natural killer cell,GRSF1
14510,Natural killer cell,GRWD1
14511,Natural killer cell,GSDMD
14512,Natural killer cell,GSK3B
14513,Natural killer cell,GSN
14514,Natural killer cell,GSPT1
14515,Natural killer cell,GSS
14516,Natural killer cell,GSTK1
14517,Natural killer cell,GSTO1
14518,Natural killer cell,GSTP1
14519,Natural killer cell,GTF2A2
14520,Natural killer cell,GTF2B
14521,Natural killer cell,GTF2E2
14522,Natural killer cell,GTF2F1
14523,Natural killer cell,GTF2H1
14524,Natural killer cell,GTF2H5
14525,Natural killer cell,GTF2I
14526,Natural killer cell,GTF2IRD2B
14527,Natural killer cell,GTF3A
14528,Natural killer cell,GTF3C1
14529,Natural killer cell,GTF3C2
14530,Natural killer cell,GTF3C6
14531,Natural killer cell,GTPBP1
14532,Natural killer cell,GTPBP4
14533,Natural killer cell,GTPBP6
14534,Natural killer cell,GTPBP8
14535,Natural killer cell,GUK1
14536,Natural killer cell,GUSB
14537,Natural killer cell,GXYLT1
14538,Natural killer cell,GYG1
14539,Natural killer cell,GYPC
14540,Natural killer cell,GZMA
14541,Natural killer cell,GZMB
14542,Natural killer cell,GZMH
14543,Natural killer cell,GZMK
14544,Natural killer cell,GZMM
14545,Natural killer cell,H1-10
14546,Natural killer cell,H1-2
14547,Natural killer cell,H1-3
14548,Natural killer cell,H1-4
14549,Natural killer cell,H2AC20
14550,Natural killer cell,H2AJ
14551,Natural killer cell,H2AW
14552,Natural killer cell,H2AX
14553,Natural killer cell,H2AZ1
14554,Natural killer cell,H2AZ2
14555,Natural killer cell,H2BC5
14556,Natural killer cell,H2BC9
14557,Natural killer cell,H3-3A
14558,Natural killer cell,H3-3B
14559,Natural killer cell,H3-5
14560,Natural killer cell,H4C11
14561,Natural killer cell,H4C3
14562,Natural killer cell,HACL1
14563,Natural killer cell,HADHA
14564,Natural killer cell,HADHB
14565,Natural killer cell,HARS1
14566,Natural killer cell,HAT1
14567,Natural killer cell,HAUS1
14568,Natural killer cell,HAUS7
14569,Natural killer cell,HAVCR2
14570,Natural killer cell,HAX1
14571,Natural killer cell,HBP1
14572,Natural killer cell,HBS1L
14573,Natural killer cell,HCG18
14574,Natural killer cell,HCLS1
14575,Natural killer cell,HCST
14576,Natural killer cell,HDAC1
14577,Natural killer cell,HDAC10
14578,Natural killer cell,HDAC3
14579,Natural killer cell,HDAC7
14580,Natural killer cell,HDDC2
14581,Natural killer cell,HDHD2
14582,Natural killer cell,HDHD5
14583,Natural killer cell,HEATR1
14584,Natural killer cell,HECA
14585,Natural killer cell,HECTD1
14586,Natural killer cell,HEG1
14587,Natural killer cell,HELB
14588,Natural killer cell,HELLS
14589,Natural killer cell,HELZ
14590,Natural killer cell,HELZ2
14591,Natural killer cell,HEMK1
14592,Natural killer cell,HENMT1
14593,Natural killer cell,HERC2
