,source,target
4915,Epithelial cell,CHKA
4916,Epithelial cell,CLDN12
4917,Epithelial cell,CLDN3
4918,Epithelial cell,CLDN4
4919,Epithelial cell,CRABP2
4920,Epithelial cell,CXADR
4921,Epithelial cell,DSP
4922,Epithelial cell,EPCAM
4923,Epithelial cell,EPCAM
4924,Epithelial cell,EPCAM
4925,Epithelial cell,EPCAM
4926,Epithelial cell,EPCAM
4927,Epithelial cell,EPCAM
4928,Epithelial cell,EPCAM
4929,Epithelial cell,EPCAM
4930,Epithelial cell,EPCAM
4933,Epithelial cell,EPCAM
4934,Epithelial cell,EPCAM
4935,Epithelial cell,EPCAM
4936,Epithelial cell,EPCAM
4937,Epithelial cell,ERBB2
4938,Epithelial cell,ESR1
4941,Epithelial cell,ETFA
4942,Epithelial cell,FLOT2
4943,Epithelial cell,FOLR1
4944,Epithelial cell,FOLR1
4946,Epithelial cell,FUT4
4947,Epithelial cell,GATA3
4948,Epithelial cell,GDF15
4949,Epithelial cell,KIT
4950,Epithelial cell,KRT10
4951,Epithelial cell,KRT13
4952,Epithelial cell,KRT14
4953,Epithelial cell,KRT14
4954,Epithelial cell,KRT15
4955,Epithelial cell,KRT17
4956,Epithelial cell,KRT17
4957,Epithelial cell,KRT18
4958,Epithelial cell,KRT18
4959,Epithelial cell,KRT18
4960,Epithelial cell,KRT18
4961,Epithelial cell,KRT18
4962,Epithelial cell,KRT18
4963,Epithelial cell,KRT18
4964,Epithelial cell,KRT18
4965,Epithelial cell,KRT19
4966,Epithelial cell,KRT19
4967,Epithelial cell,KRT19
4968,Epithelial cell,KRT19
4969,Epithelial cell,KRT19
4970,Epithelial cell,KRT19
4971,Epithelial cell,KRT5
4972,Epithelial cell,KRT5
4973,Epithelial cell,KRT5
4975,Epithelial cell,KRT5
4976,Epithelial cell,KRT5
4977,Epithelial cell,KRT7
4978,Epithelial cell,KRT7
4979,Epithelial cell,KRT8
4980,Epithelial cell,KRT8
4981,Epithelial cell,KRT8
4982,Epithelial cell,KRT8
4983,Epithelial cell,KRT8
4984,Epithelial cell,KRT8
4985,Epithelial cell,KRT8
4986,Epithelial cell,KRT8
4988,Epithelial cell,KRT8
4989,Epithelial cell,L1CAM
4990,Epithelial cell,LAMC2
4991,Epithelial cell,LY6D
4992,Epithelial cell,MCAM
4993,Epithelial cell,MME
4994,Epithelial cell,MMP7
4995,Epithelial cell,MUC1
4996,Epithelial cell,OCLN
4997,Epithelial cell,OCLN
4998,Epithelial cell,OCLN
4999,Epithelial cell,OCLN
5000,Epithelial cell,PAX2
5001,Epithelial cell,PAX9
5002,Epithelial cell,PDCD1
5003,Epithelial cell,PIGR
5004,Epithelial cell,PIP
5005,Epithelial cell,S100A9
5006,Epithelial cell,SDC1
5007,Epithelial cell,SDC1
5008,Epithelial cell,SELENOP
5009,Epithelial cell,SMN1
5010,Epithelial cell,SNAI1
5011,Epithelial cell,SOX17
5012,Epithelial cell,SOX2
5013,Epithelial cell,SPRR3
5014,Epithelial cell,TEK
5015,Epithelial cell,TIGIT
5016,Epithelial cell,TJP1
5017,Epithelial cell,TJP1
5018,Epithelial cell,TJP1
5019,Epithelial cell,TOP2A
5020,Epithelial cell,TP63
5021,Epithelial cell,UBE2C
5022,Epithelial cell,WFDC2
5023,Epithelial cell,ZEB1
5024,Epithelial cell,ZEB1
5025,Epithelial cell,CD24
5026,Epithelial cell,KRT18
5027,Epithelial cell,KRT8
5028,Epithelial cell,VCAM1
5029,Epithelial cell,KRT19
5030,Epithelial cell,WFDC2
5032,Epithelial cell,AQP2
5033,Epithelial cell,ATP6V0D2
5034,Epithelial cell,AVPR2
5035,Epithelial cell,CLCNKB
5036,Epithelial cell,CLDN16
5037,Epithelial cell,CLDN8
5038,Epithelial cell,KCNJ1
5039,Epithelial cell,KRT23
5040,Epithelial cell,PODXL
5041,Epithelial cell,PTPRO
5042,Epithelial cell,SAA2
5043,Epithelial cell,SLC12A1
5044,Epithelial cell,SLC13A3
5045,Epithelial cell,SLC16A9
5046,Epithelial cell,SLC17A3
5047,Epithelial cell,SLC22A7
5048,Epithelial cell,SLC22A8
5049,Epithelial cell,SLC26A4
5050,Epithelial cell,SLC34A1
5051,Epithelial cell,SLC4A1
5052,Epithelial cell,SLC7A13
5053,Epithelial cell,SLC8A1
5054,Epithelial cell,VCAM1
5055,Epithelial cell,WT1
5056,Epithelial cell,DUOX2
5057,Epithelial cell,KRT17
5058,Epithelial cell,LCN2
5059,Epithelial cell,MUC4
5060,Epithelial cell,S100A9
5061,Epithelial cell,S100P
5062,Epithelial cell,SAA1
5063,Epithelial cell,SAA2
5064,Epithelial cell,SLPI
5065,Epithelial progenitor cell,ABCG2
5066,Epithelial progenitor cell,CD24
5067,Epithelial progenitor cell,CD44
5068,Epithelial progenitor cell,CDH1
5069,Epithelial progenitor cell,EPCAM
5070,Epithelial progenitor cell,IGFBP5
5071,Epithelial progenitor cell,KRT18
5072,Epithelial progenitor cell,KRT19
5073,Epithelial progenitor cell,KRT8
5074,Epithelial progenitor cell,PODXL
5075,Epithelial progenitor cell,TP63
5076,Epithelial-mesenchymal transition cancer stem cell,ALDH1A1
5077,Epithelial-mesenchymal transition cancer stem cell,ALDH1A3
5078,Epithelial-mesenchymal transition cell,EPCAM
5079,Epithelial-mesenchymal transition cell,ITK
5080,Epithelial-mesenchymal transition cell,LHX3
5081,Epithelial-mesenchymal transition cell,LY6H
5082,Epithelial-mesenchymal transition cell,VIM
5083,Erythroblast,AHSP
5084,Erythroblast,ALAS2
5085,Erythroblast,CA1
5086,Erythroblast,GYPA
5087,Erythroblast,HBB
5088,Erythroblast,HBE1
5089,Erythroblast,TFRC
5090,Erythroblast,TFRC
5091,Erythroid cell,ALAS2
5092,Erythroid cell,GATA1
5093,Erythroid cell,GYPA
5094,Erythroid cell,GYPA
5095,Erythroid cell,HBA1
5096,Erythroid cell,HBA1
5097,Erythroid cell,HBA2
5098,Erythroid cell,HBB
5099,Erythroid cell,HBB
5100,Erythroid cell,HBG1
5101,Erythroid cell,TFRC
5102,Erythroid cell,TFRC
5103,Erythroid progenitor cell,GATA1
5104,Erythroid progenitor cell,KIT
5105,Esophageal progenitor cell,RPE65
5106,Extravillous trophoblast,CD9
5107,Extravillous trophoblast,HLA-G
5108,Extravillous trophoblast,ITGA1
5109,Extravillous trophoblast,ITGA5
5110,Extravillous trophoblast,MMP2
5111,Extravillous trophoblast,MMP9
5112,Extravillous trophoblast cell,HLA-G
5113,Extravillous trophoblast cell,HLA-G
5114,Extravillous trophoblast cell,PAPPA2
5115,Fibroblast,ACTA2
5116,Fibroblast,ACTA2
5117,Fibroblast,ACTA2
5118,Fibroblast,ACTA2
5119,Fibroblast,ACTA2
5120,Fibroblast,ACTA2
5122,Fibroblast,APOD
5123,Fibroblast,APOD
5124,Fibroblast,BGN
5125,Fibroblast,C1R
5126,Fibroblast,CAV1
5127,Fibroblast,COL1A1
5128,Fibroblast,COL1A1
5129,Fibroblast,COL1A1
5130,Fibroblast,COL1A1
5131,Fibroblast,COL1A1
5132,Fibroblast,COL1A1
5133,Fibroblast,COL1A1
5134,Fibroblast,COL1A1
5135,Fibroblast,COL1A1
5136,Fibroblast,COL1A1
5137,Fibroblast,COL1A2
5138,Fibroblast,COL1A2
5139,Fibroblast,COL1A2
5140,Fibroblast,COL1A2
5141,Fibroblast,COL1A2
5142,Fibroblast,COL1A2
5143,Fibroblast,COL1A2
5144,Fibroblast,COL25A1
5145,Fibroblast,COL3A1
5146,Fibroblast,COL3A1
5147,Fibroblast,COL3A1
5148,Fibroblast,COL6A1
5149,Fibroblast,COL6A2
5150,Fibroblast,DCN
5151,Fibroblast,DCN
5152,Fibroblast,DCN
5153,Fibroblast,DCN
5154,Fibroblast,DCN
5155,Fibroblast,DCN
5156,Fibroblast,DCN
5158,Fibroblast,DDR2
5159,Fibroblast,DDR2
5160,Fibroblast,FAP
5161,Fibroblast,FAP
5162,Fibroblast,FAP
5163,Fibroblast,FAP
5165,Fibroblast,FBN1
5167,Fibroblast,FN1
5169,Fibroblast,ITGB1
5170,Fibroblast,KRT19
5171,Fibroblast,KRT8
5172,Fibroblast,LOX
5173,Fibroblast,LUM
5174,Fibroblast,LUM
5175,Fibroblast,MMP2
5178,Fibroblast,MYL12B
5179,Fibroblast,MYL9
5180,Fibroblast,MYLK
5181,Fibroblast,PDGFRA
5182,Fibroblast,PDGFRA
5183,Fibroblast,PDGFRA
5184,Fibroblast,PDGFRA
5185,Fibroblast,PDGFRB
5186,Fibroblast,PDGFRB
5187,Fibroblast,PDGFRB
5188,Fibroblast,PDGFRB
5189,Fibroblast,PDPN
5190,Fibroblast,PDPN
5191,Fibroblast,POSTN
5192,Fibroblast,POSTN
5196,Fibroblast,S100A4
5197,Fibroblast,S100A4
5198,Fibroblast,S100A4
5199,Fibroblast,SPARCL1
5200,Fibroblast,SPP1
5201,Fibroblast,TAGLN
5202,Fibroblast,TAGLN
5203,Fibroblast,THY1
5204,Fibroblast,THY1
5205,Fibroblast,THY1
5206,Fibroblast,THY1
5208,Fibroblast,VIM
5209,Fibroblast,VIM
5210,Fibroblast,COL1A1
5211,Fibroblast,COL1A2
5212,Fibroblast,POSTN
5213,Foetal endothelial cell,CD34
5214,Foetal endothelial cell,PECAM1
5215,Foregut cell,PAX9
5216,Gastric progenitor cell,GATA4
5219,Germ cell,AFP
5220,Germ cell,BMP15
5221,Germ cell,BMP15
5222,Germ cell,CTDSPL
5223,Germ cell,DAZL
5224,Germ cell,DAZL
5225,Germ cell,DDX4
5227,Germ cell,DDX4
5228,Germ cell,DDX4
5231,Germ cell,DPPA3
5233,Germ cell,GDF9
5234,Germ cell,GDF9
5236,Germ cell,NANOG
5238,Germ cell,NLRP5
5239,Germ cell,NLRP5
5240,Germ cell,POU5F1
5241,Germ cell,POU5F1
5242,Germ cell,POU5F1
5244,Germ cell,POU5F1
5245,Germ cell,POU5F1
5246,Germ cell,POU5F1
5247,Germ cell,PRDM1
5250,Germ cell,SALL4
5252,Germ cell,SYCP3
5255,Germ cell,TFAP2C
5261,Germ cell,ZAR1
5262,Germ cell,ZAR1
5263,Germ cell,ZP4
5264,Germinal center cell,BCL6
5265,Germinal center cell,MEF2B
5266,Germinal center cell,BCL6
5267,Germinal center cell,BHLHE40
5268,Germinal center cell,HMGB2
5269,Germinal center cell,MKI67
5270,Glial cell,GFAP
5271,Renal cell,WT1
5272,Renal cell,TAGLN
5274,Granulocyte,AMH
5275,Granulocyte,AZU1
5276,Granulocyte,CCR3
5277,Granulocyte,CD14
5278,Granulocyte,CD24
5279,Granulocyte,CD33
5280,Granulocyte,CD44
5281,Granulocyte,CD63
5282,Granulocyte,CEACAM8
5283,Granulocyte,CEACAM8
5284,Granulocyte,ENPP3
5285,Granulocyte,FCGR3A
5286,Granulocyte,FCGR3B
5287,Granulocyte,FUT4
5288,Granulocyte,GATA2
5289,Granulocyte,GSTA1
5290,Granulocyte,HSD17B1
5291,Granulocyte,IL3RA
5292,Granulocyte,MPO
5293,Granulocyte,PRTN3
5294,Granulocyte,PTPRC
5295,Granulocyte,SERPINE2
5296,Granulosa cell,ADI1
5297,Granulosa cell,AEBP1
5298,Granulosa cell,AK1
5299,Granulosa cell,ALDH1A1
5300,Granulosa cell,AMH
5301,Granulosa cell,AP1S3
5302,Granulosa cell,APOBEC3C
5303,Granulosa cell,ARHGAP29
5304,Granulosa cell,ARHGDIB
5305,Granulosa cell,ATP1A1
5306,Granulosa cell,ATP2B1
5307,Granulosa cell,BCL3
5308,Granulosa cell,BEND5
5309,Granulosa cell,BIRC3
5310,Granulosa cell,C1R
5311,Granulosa cell,C1S
5312,Granulosa cell,C4orf48
5313,Granulosa cell,C6orf62
5314,Granulosa cell,C7
5315,Granulosa cell,CALB2
5316,Granulosa cell,CCDC152
5317,Granulosa cell,CCND3
5318,Granulosa cell,CCNG1
5319,Granulosa cell,CD14
5320,Granulosa cell,CDCP1
5321,Granulosa cell,CDKN1C
5322,Granulosa cell,CEBPD
5323,Granulosa cell,CHI3L1
5324,Granulosa cell,CHST8
5325,Granulosa cell,COL14A1
5326,Granulosa cell,COL1A1
5327,Granulosa cell,COL1A2
5328,Granulosa cell,COPE
5329,Granulosa cell,CRABP2
5330,Granulosa cell,CROCCP2
5331,Granulosa cell,CXCL10
5332,Granulosa cell,CYP19A1
5333,Granulosa cell,DHRS13
5334,Granulosa cell,DIPK2A
5335,Granulosa cell,DIRAS3
5336,Granulosa cell,DLK1
5337,Granulosa cell,EIF5A
5338,Granulosa cell,EMILIN2
5339,Granulosa cell,EMP3
5340,Granulosa cell,ENO2
5341,Granulosa cell,EPB41L4A-AS1
5342,Granulosa cell,FABP5
5343,Granulosa cell,FBLN1
5344,Granulosa cell,FLOT2
5345,Granulosa cell,FOXL2
5346,Granulosa cell,FOXL2
5347,Granulosa cell,FSHR
5348,Granulosa cell,FSTL3
5349,Granulosa cell,FXYD5
5350,Granulosa cell,GAPDH
5351,Granulosa cell,GATM
5352,Granulosa cell,GGT5
5353,Granulosa cell,GLDC
5354,Granulosa cell,GNG2
5355,Granulosa cell,GOLT1A
5356,Granulosa cell,GOLT1B
5357,Granulosa cell,GPC3
5358,Granulosa cell,GPX3
5359,Granulosa cell,GTSF1
5360,Granulosa cell,H1-3
5361,Granulosa cell,H2AC8
5362,Granulosa cell,HBD
5363,Granulosa cell,HIF3A
5364,Granulosa cell,HILPDA
5365,Granulosa cell,HINT1
5366,Granulosa cell,HLA-DQB1
5367,Granulosa cell,HLA-DRA
5368,Granulosa cell,HLA-DRB1
5369,Granulosa cell,HLA-DRB5
5370,Granulosa cell,HMGA2
5371,Granulosa cell,HMGB3
5372,Granulosa cell,HMGN2
5373,Granulosa cell,HNRNPM
5374,Granulosa cell,HORMAD1
5375,Granulosa cell,ICAM1
5376,Granulosa cell,IFI16
5377,Granulosa cell,IFI6
5378,Granulosa cell,IFITM1
5379,Granulosa cell,IFITM2
5380,Granulosa cell,IFITM3
5381,Granulosa cell,IGF2BP2
5382,Granulosa cell,INHBA
5383,Granulosa cell,ISOC1
5384,Granulosa cell,ISYNA1
5385,Granulosa cell,ITM2B
5386,Granulosa cell,KRT17
5387,Granulosa cell,LAPTM5
5388,Granulosa cell,LDHA
5389,Granulosa cell,LEMD1
5390,Granulosa cell,LINC00467
5391,Granulosa cell,LRRN3
5392,Granulosa cell,MAGED2
5393,Granulosa cell,MCM4
5394,Granulosa cell,MDK
5395,Granulosa cell,MEG3
5396,Granulosa cell,MEIS1
5397,Granulosa cell,MFAP2
5398,Granulosa cell,MFAP4
5399,Granulosa cell,MGARP
5400,Granulosa cell,MLLT11
5401,Granulosa cell,MMP2
5402,Granulosa cell,MT1A
5403,Granulosa cell,MT1E
5404,Granulosa cell,MT1F
5405,Granulosa cell,MT1L
5406,Granulosa cell,MT2A
5407,Granulosa cell,MT3
5408,Granulosa cell,MTFP1
5409,Granulosa cell,MTRNR2L2
5410,Granulosa cell,MTRNR2L8
5411,Granulosa cell,MYG1
5412,Granulosa cell,NFKB1
5413,Granulosa cell,NFKBIA
5414,Granulosa cell,NME4
5415,Granulosa cell,NR2F2
5416,Granulosa cell,NRK
5417,Granulosa cell,NUPR1
5418,Granulosa cell,OBP2A
5419,Granulosa cell,OPA3
5420,Granulosa cell,OSMR
5421,Granulosa cell,PCNA
5422,Granulosa cell,PDGFRA
5423,Granulosa cell,PGK1
5424,Granulosa cell,PLAC1
5425,Granulosa cell,PLAG1
5426,Granulosa cell,PLAGL1
5427,Granulosa cell,PLEKHA4
5428,Granulosa cell,PNMA1
5429,Granulosa cell,POLE3
5430,Granulosa cell,PPP4R2
5431,Granulosa cell,PRAF2
5432,Granulosa cell,PRKAR2B
5433,Granulosa cell,PSMD9
5434,Granulosa cell,PTMA
5435,Granulosa cell,QPRT
5436,Granulosa cell,RAD51AP2
5437,Granulosa cell,RASL11B
5438,Granulosa cell,RELB
5439,Granulosa cell,RHOG
5440,Granulosa cell,RIPOR3
5441,Granulosa cell,RND3
5442,Granulosa cell,RNF214
5443,Granulosa cell,RPL12
5444,Granulosa cell,RPL26
5445,Granulosa cell,RPL31
5446,Granulosa cell,RPL34
5447,Granulosa cell,RPL8
5448,Granulosa cell,RPP25
5449,Granulosa cell,RPP25L
5450,Granulosa cell,RPS11
5451,Granulosa cell,RPS14
5452,Granulosa cell,RPS18P9
5453,Granulosa cell,RPS23
5454,Granulosa cell,RPS27
5455,Granulosa cell,RPS27A
5456,Granulosa cell,RPS28
5457,Granulosa cell,S100A9
5458,Granulosa cell,SCARB2
5459,Granulosa cell,SCN9A
5460,Granulosa cell,SCPEP1
5461,Granulosa cell,SEMA5A
5462,Granulosa cell,SKP2
5463,Granulosa cell,SLC35F2
5464,Granulosa cell,SLC6A8
5465,Granulosa cell,SNHG17
5466,Granulosa cell,SNRPC
5467,Granulosa cell,SPINT2
5468,Granulosa cell,SPP1
5469,Granulosa cell,SPRY1
5470,Granulosa cell,SRGN
5471,Granulosa cell,STRA6
5472,Granulosa cell,SYCP3
5473,Granulosa cell,SYNE2
5474,Granulosa cell,TAC1
5475,Granulosa cell,TAGLN2
5476,Granulosa cell,TET1
5477,Granulosa cell,TFRC
5478,Granulosa cell,TMEM132C
5479,Granulosa cell,TMEM176A
5480,Granulosa cell,TMEM176B
5481,Granulosa cell,TMEM45A
5482,Granulosa cell,TMEM50A
5483,Granulosa cell,TMSB15A
5484,Granulosa cell,TSC22D3
5485,Granulosa cell,TSPAN7
5486,Granulosa cell,UBA52
5487,Granulosa cell,VCAN
5488,Granulosa cell,WDR46
5489,Granulosa cell,WFDC2
5490,Granulosa cell,ZBTB20
5491,Granulosa cell,ZDHHC8P1
5492,Granulosa cell,ZFYVE21
5493,Granulosa cell,ZGLP1
5494,Granulosa cell,ZNF217
5495,Granulosa cell,ZNF436
5496,Granulosa cell,ZNF581
5497,Haematopoietic cell,CD9
5498,Haematopoietic cell,PTPRC
5499,Hematopoietic cell,PROM1
5500,Hematopoietic cell,CD14
5501,Hematopoietic cell,CD34
5502,Hematopoietic cell,CDH5
5503,Hematopoietic cell,HBB
5504,Hematopoietic cell,HBE1
5505,Hematopoietic cell,IL3RA
5506,Hematopoietic cell,KIT
5507,Hematopoietic cell,PECAM1
5508,Hematopoietic cell,PTPRC
5509,Hematopoietic cell,PTPRC
5510,Hematopoietic cell,PTPRC
5511,Hematopoietic cell,PTPRC
5512,Hematopoietic cell,RUNX1
5513,Hematopoietic cell,SPI1
5514,Hematopoietic cell,THY1
5515,Hematopoietic progenitor cell,CD14
5516,Hematopoietic progenitor cell,CD34
5517,Hematopoietic progenitor cell,IL3RA
5518,Hematopoietic progenitor cell,KIT
5519,Hematopoietic progenitor cell,PTPRC
5520,Hematopoietic progenitor cell,THY1
5521,Hematopoietic progenitor cell,AVP
5522,Hematopoietic progenitor cell,CD34
5523,Hematopoietic progenitor cell,CD34
5524,Hematopoietic progenitor cell,CD34
5525,Hematopoietic progenitor cell,CD34
5526,Hematopoietic progenitor cell,CD38
5527,Hematopoietic progenitor cell,GYPA
5528,Hematopoietic progenitor cell,ITGA2B
5529,Hematopoietic progenitor cell,SPINK2
5530,Hematopoietic stem cell,ACE
5531,Hematopoietic stem cell,AVP
5532,Hematopoietic stem cell,CD164
5533,Hematopoietic stem cell,CD34
5534,Hematopoietic stem cell,CD34
5535,Hematopoietic stem cell,CD34
5536,Hematopoietic stem cell,CD34
5537,Hematopoietic stem cell,CD34
5538,Hematopoietic stem cell,CD34
5539,Hematopoietic stem cell,CD34
5540,Hematopoietic stem cell,CD34
5541,Hematopoietic stem cell,CD59
5542,Hematopoietic stem cell,CLEC9A
5543,Hematopoietic stem cell,CMAHP
5544,Hematopoietic stem cell,EMCN
5545,Hematopoietic stem cell,ENG
5546,Hematopoietic stem cell,GMFG
5547,Hematopoietic stem cell,HMGA2
5548,Hematopoietic stem cell,ITGA2B
5549,Hematopoietic stem cell,ITGA3
5550,Hematopoietic stem cell,ITGA4
5551,Hematopoietic stem cell,ITGA6
5552,Hematopoietic stem cell,KIT
5553,Hematopoietic stem cell,LMO2
5554,Hematopoietic stem cell,MECOM
5555,Hematopoietic stem cell,MLLT3
5556,Hematopoietic stem cell,MSI2
5557,Hematopoietic stem cell,PECAM1
5558,Hematopoietic stem cell,PROCR
5559,Hematopoietic stem cell,PROM1
5560,Hematopoietic stem cell,PROM1
5561,Hematopoietic stem cell,PROM1
5562,Hematopoietic stem cell,PTPRC
5563,Hematopoietic stem cell,PTPRC
5564,Hematopoietic stem cell,RAB27B
5565,Hematopoietic stem cell,SOX4
5566,Hematopoietic stem cell,SPINK2
5567,Hematopoietic stem cell,SPINK2
5568,Hematopoietic stem cell,THY1
5569,Hematopoietic stem cell,THY1
5570,Hematopoietic stem cell,THY1
5571,Hepatic progenitor cell,ANPEP
5572,Hepatic progenitor cell,PROM1
5573,Hepatic stellate cell,DCN
5574,Hepatic stellate cell,HGF
5575,Hepatoblast,AFP
5576,Hepatoblast,DAPK3
5577,Hepatoblast,FXYD1
5578,Hepatoblast,GJB1
5579,Hepatoblast,HNF4A
5580,Hepatocyte,AFP
5581,Hepatocyte,FXYD1
5582,Hepatocyte,GJB1
5583,Hepatocyte,HNF4A
5584,Hepatocyte,MET
5585,Hepatocyte,NR1H2
5586,Hepatocyte,PPARG
5587,Hepatocyte,SMAD1
5588,Hindgut cell,CDX2
5589,Hofbauer cell,CD14
5590,Hofbauer cell,CD163
5591,Hofbauer cell,CD68
5592,Hofbauer cell,FCGR1A
5593,Hofbauer cell,LYVE1
5594,Human-induced pluripotent stem cell (iPSC),KLF4
5595,Human-induced pluripotent stem cell (iPSC),NANOG
5596,Human-induced pluripotent stem cell (iPSC),POU5F1
5597,Human-induced pluripotent stem cell (iPSC),ITGA2B
5598,Hypoblast cell,COL4A1
5599,Hypoblast cell,FOXA2
5600,Hypoblast cell,GATA4
5601,Hypoblast cell,GATA6
5602,Hypoblast cell,SOX17
5603,Hypoblast cell,COL4A1
5604,Hypoblast cell,GATA6
5605,Immature erythroid cell,CA1
5606,Immature erythroid cell,CA2
5607,Immature erythroid cell,HBD
5608,Immature erythroid cell,HBM
5616,Immune cell,ANPEP
5617,Immune cell,CD14
5618,Immune cell,CD14
5619,Immune cell,CD14
5620,Immune cell,CD14
5621,Immune cell,CD19
5622,Immune cell,CD19
5623,Immune cell,CD19
5624,Immune cell,CD209
5626,Immune cell,CD3D
5627,Immune cell,CD3D
5628,Immune cell,CD4
5629,Immune cell,CD53
5630,Immune cell,CD68
5631,Immune cell,CD79A
5632,Immune cell,CD83
5633,Immune cell,CD86
5634,Immune cell,CD8A
5637,Immune cell,CEACAM8
5638,Immune cell,CPA3
5639,Immune cell,CXCR4
5640,Immune cell,FCER1G
5641,Immune cell,FCGR3A
5642,Immune cell,FCGR3A
5643,Immune cell,ITGAX
5644,Immune cell,LYZ
5645,Immune cell,MS4A1
5646,Immune cell,MS4A1
5647,Immune cell,MS4A1
5648,Immune cell,MS4A1
5649,Immune cell,NCAM1
5650,Immune cell,NCAM1
5651,Immune cell,NCAM1
5652,Immune cell,NKG7
5653,Immune cell,NKG7
5654,Immune cell,NKG7
5657,Immune cell,PECAM1
5658,Immune cell,PTPRC
5659,Immune cell,PTPRC
5660,Immune cell,PTPRC
5661,Immune cell,PTPRC
5662,Immune cell,PTPRC
5663,Immune cell,TPSAB1
5664,Immune cell,TPSB2
5665,Immune cell,ARL14
5666,Immune cell,DGKQ
5667,Immune cell,KPNA4
5668,Immune cell,NAB1
5669,Immune cell,CD44
5670,Innate lymphoid cell,CD200R1
5671,Innate lymphoid cell,IL7R
5672,Innate lymphoid cell,IL7R
5673,Innate lymphoid cell,KIT
5674,Innate lymphoid cell,KLRB1
5675,Innate lymphoid cell,PTGDR2
5676,Innate lymphoid cell,IL10
5677,Innate lymphoid cell,IL7R
5678,Innate lymphoid cell,KLRB1
5679,Inner cell mass cell,GATA3
5680,Inner cell mass cell,KRT7
5681,Inner cell mass cell,CUBN
5682,Inner cell mass cell,GDF3
5683,Inner cell mass cell,IGF1
5684,Renal cell,ATP6V1G3
5685,Renal cell,FOXI1
5686,Renal cell,SLC26A7
5687,Renal cell,SLC4A1
5688,Intermediate mesoderm cell,HOXD11
5689,Intermediate mesoderm cell,WT1
5690,Intermediate progenitor cell,EOMES
5691,Interneuron,GAD2
5692,Interneuron,CRABP1
5693,Interneuron,ERBB4
5694,Interneuron,PDE1A
5695,Interneuron,RALYL
5696,Interneuron,SST
5697,Interstitial cell,COL1A1
5698,Interstitial cell,COL3A1
5699,Interstitial cell,FGF7
5700,Interstitial cell,MEIS1
5701,Interstitial cell,MOXD1
5702,Interstitial cell,NUPR1
5703,Interstitial cell,PDGFRA
5704,Interstitial cell,PDGFRA
5705,Interstitial cell,PRSS23
5706,Interstitial cell,RPS12
5707,Interstitial cell,SFRP1
5708,Interstitial cell,SULT1E1
5709,Interstitial cell,TAGLN
5710,Interstitial progenitor cell,CENPK
5711,Interstitial progenitor cell,FOXD1
5712,Interstitial progenitor cell,GDNF
5713,Interstitial progenitor cell,PCLAF
5714,Interstitial progenitor cell,RRM2
5715,Interstitial progenitor cell,TYMS
5716,Kupffer cell,C1QA
5717,Kupffer cell,CD163
5718,Kupffer cell,CD68
5719,Leukocyte,ALCAM
5720,Leukocyte,CCR4
5721,Leukocyte,CD14
5722,Leukocyte,CD14
5723,Leukocyte,CD19
5724,Leukocyte,CD19
5725,Leukocyte,CD2
5726,Leukocyte,CD27
5727,Leukocyte,CD274
5728,Leukocyte,CD28
5729,Leukocyte,CD38
5730,Leukocyte,CD4
5731,Leukocyte,CD4
5732,Leukocyte,CD40
5733,Leukocyte,CD40LG
5734,Leukocyte,CD53
5735,Leukocyte,CD69
5736,Leukocyte,CD69
5737,Leukocyte,CD86
5738,Leukocyte,CD8A
5739,Leukocyte,CD8A
5740,Leukocyte,CORO1A
5741,Leukocyte,CTLA4
5742,Leukocyte,DNA2
5743,Leukocyte,EOMES
5744,Leukocyte,FAS
5745,Leukocyte,FCGR3A
5746,Leukocyte,HAVCR2
5747,Leukocyte,IFNG
5748,Leukocyte,IL2RA
5749,Leukocyte,IL2RA
5750,Leukocyte,IL7R
5751,Leukocyte,ITGAL
5752,Leukocyte,ITGAM
5753,Leukocyte,ITGAX
5754,Leukocyte,LAG3
5755,Leukocyte,LSP1
5756,Leukocyte,LST1
5757,Leukocyte,MKI67
5758,Leukocyte,MS4A1
5759,Leukocyte,MS4A1
5760,Leukocyte,NCAM1
5761,Leukocyte,PDCD1
5762,Leukocyte,PRF1
5763,Leukocyte,PTPRC
5764,Leukocyte,PTPRC
5765,Leukocyte,PTPRC
5766,Leukocyte,PTPRC
5767,Leukocyte,PTPRC
5768,Leukocyte,PTPRC
5770,Leukocyte,TBX21
5771,Leukocyte,PTPRC
5772,Leukocyte,PTPRC
5773,Leukocyte,FUT4
6424,Live CD19+ cell,CD27
6425,Live CD19+ cell,CD38
6426,Liver progenitor cell,NOTCH3
6427,Renal cell,CLDN16
6428,Renal cell,SLC12A1
6429,Renal cell,UMOD
6431,Luminal epithelial cell,KRT18
6433,Luminal epithelial cell,KRT8
6434,Luminal epithelial cell,KRT8
6437,Luminal epithelial cell,ANKRD30A
6438,Luminal epithelial cell,AR
6439,Luminal epithelial cell,CD24
6440,Luminal epithelial cell,CD44
6441,Luminal epithelial cell,CDH1
6442,Luminal epithelial cell,EPCAM
