group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
0,RPL13AP5,26.89226,2.0996082,2.705293365491361e-159,1.6713504947337803e-157,0.503742844561867,0.1643407888867648
0,RPL3P4,26.747728,2.0045648,1.3122310595054442e-157,7.979055489719156e-156,0.6772346983707618,0.4014528770789524
0,ENSG00000288512,25.599304,2.8620903,1.5530325415580103e-144,8.667722199333185e-143,0.4103918978423602,0.10017205123303384
0,ABCB1,25.333088,3.6944177,1.380414050759855e-141,7.5403893751435495e-140,0.36591809775429324,0.0442872618364876
0,CTBS,24.869827,2.2951674,1.5783480001129543e-136,8.232349636706528e-135,0.4447380008806693,0.16886509908876568
0,TNFSF10,24.147108,3.4071913,8.007725493307218e-129,3.887111454797406e-127,0.3601937472479084,0.055502453323137704
0,OTULINL,23.813843,2.16811,2.4007578647766516e-125,1.1274778703969373e-123,0.4420959929546455,0.17147772892372395
0,IGFBP2,23.739676,2.6262553,1.404609249286915e-124,6.54332687782731e-123,0.4376926464112726,0.18301153380488117
0,RPS3AP6,23.705883,2.2591302,3.1356075997216937e-124,1.457773625737816e-122,0.5239982386613826,0.24813611164213342
0,IFIH1,22.750895,2.9256706,1.4060620626085161e-114,5.972145224013303e-113,0.35667107001321,0.07321735805773275
0,FOSB,22.690706,2.2558136,5.534196683561374e-114,2.333451616247611e-112,0.41215323645970936,0.15510100044605876
0,C1S,22.346245,2.6684203,1.3133531973411171e-110,5.371033447391832e-109,0.36988110964332893,0.10061810998534379
0,PRR15,21.971725,3.7678442,5.3689394129317104e-107,2.0849531777344554e-105,0.31704095112285335,0.03950806091888103
0,ENG,21.728683,2.0407522,1.0990597461911835e-104,4.1158629652339525e-103,0.4191985909291061,0.18817307079589626
0,SYNM,21.56002,2.7985663,4.2642225528447545e-103,1.578992408750495e-101,0.3469837076177895,0.0815650289938189
0,PNMT,21.415861,2.7362819,9.506951662954714e-102,3.4757535620922724e-100,0.35358872743284897,0.09736825336137131
0,ENSG00000288684,21.415148,2.93322,9.653825408796826e-102,3.5238750378461213e-100,0.3368560105680317,0.07130567769069011
0,IFI35,21.32322,2.6067197,6.91350163080383e-101,2.4959901356461453e-99,0.35579040070453544,0.09857898426049831
0,LGALSL,21.303804,2.7475593,1.0466477178738602e-100,3.7552549952163685e-99,0.3496257155438133,0.09437328745300452
0,RPL21P119,21.272419,2.1995347,2.044574698131242e-100,7.290423298614271e-99,0.424922941435491,0.1652966290702861
0,XAF1,20.964394,3.0718036,1.3867641616361934e-97,4.818431987784344e-96,0.3227653016292382,0.05970815013063149
0,TSPYL2,20.044338,2.0705876,2.261716033753979e-89,7.268318591922035e-88,0.3844121532364597,0.16204677244631363
0,FOS,19.835405,2.4857817,1.473262305645398e-87,4.606386851724298e-86,0.34214002642007924,0.10679920983878162
0,ALDH1L1,19.70269,4.0033016,2.0446017979896084e-86,6.307419111394912e-85,0.2796125055041832,0.027974256037723827
0,SCPEP1,19.545523,2.1816616,4.503551155082236e-85,1.3602490586840542e-83,0.3632760898282695,0.14286624609698592
0,CYBRD1,19.455002,2.0099254,2.6434365321553857e-84,7.922081000257113e-83,0.37824746807573756,0.16421334352896197
0,DOCK11,19.301228,2.844466,5.244786393127139e-83,1.549693534521684e-81,0.3099955966534566,0.07315363537883132
0,SLC15A3,19.195566,3.2112927,4.030714726976761e-82,1.1729684443517008e-80,0.2888595332452664,0.04473332058879755
0,ANK3,19.012188,2.8520837,1.3519387204061066e-80,3.8422996400619307e-79,0.31219726992514313,0.083094373287453
0,DPEP3,18.884438,3.4501796,1.5316045915178525e-79,4.2792328526737e-78,0.277851166886834,0.036767985726119924
0,PLPP1,18.8673,2.1405702,2.118488800200385e-79,5.897566532220493e-78,0.3571114046675473,0.14713566558338112
0,SAMD9L,18.434084,2.42499,6.999350040012238e-76,1.8525427494217953e-74,0.31616028181417877,0.09220671637035621
0,ANPEP,18.207016,2.1224322,4.540275858198412e-74,1.165640155328139e-72,0.34169969176574194,0.13101382782132162
0,PDK4,18.048616,2.4069073,8.089180518902142e-73,2.0516861149259373e-71,0.3293703214442977,0.11648505703179762
0,TSHZ2,17.93275,3.0884004,6.546059767217094e-72,1.6369400106203266e-70,0.2774108322324967,0.05333588224048939
0,GARIN5A,17.842176,2.8812456,3.3248633194811976e-71,8.234114883165332e-70,0.28445618670189343,0.0627668387178997
0,SULT1E1,17.699678,2.422192,4.2170549661593274e-70,1.0332902656211815e-68,0.30295024218405986,0.08131013827821322
